BookID,BookTitle,AuthorName,BookPrice,BookPublisher,BookPublicationDate,BookQuantity
505,"Rogue, Prisoner, Princess (Of Crowns and Glory—Book 2)",Morgan Rice,14.96,Morgan Rice,"Aug 3, 2016",7
506,"A Feast for Crows (A Song of Ice and Fire, Book 4)",George R.R. Martin,29.29,HarperCollins UK,"Feb 24, 2011",5
507,Marvel Universe: The End,Jim Starlin,43.28,Marvel Entertainment,"Jun 11, 2014",11
508,"The Girl in the Spider's Web: A Lisbeth Salander novel, continuing Stieg Larsson's Millennium Series",David Lagercrantz,39.34,Vintage Crime/Black Lizard,"Sep 1, 2015",4
509,Dark Age,Pierce Brown,71.63,Del Rey,"Jul 30, 2019",4
510,Blue Moon: A Jack Reacher Novel,Lee Child,71.63,Dell,"Oct 29, 2019",14
511,That Time I got Reincarnated as a Slime 11,Story by FUSE,43.28,Kodansha America LLC,"Oct 15, 2019",6
512,Death Masks,Jim Butcher,39.34,Penguin Group,"Aug 5, 2003",16
513,Antiques Con,Barbara Allan,29.9,Kensington Books,"Apr 1, 2015",0
514,Powerful Phrases for Dealing with Difficult People: Over 325 Ready-to-Use Words and Phrases for Working with Challenging Personalities,Renee Evenson,32.36,AMACOM,"Oct 15, 2013",15
515,Rogues,George R. R. Martin,52.54,Bantam,"Jun 17, 2014",11
516,Watchmen (2019 Edition),Alan Moore,98.42,DC Comics,"Jun 18, 2019",12
517,10 Ways to be annoying,James Fries,4.43,EDITORA BIBLIOMUNDI SERVIÇOS DIGITAIS LTDA,"Nov 21, 2019",7
518,Selling 101: What Every Successful Sales Professional Needs to Know,Zig Ziglar,29.55,HarperCollins Leadership,"Apr 1, 2003",5
519,The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,62.1,Random House,"Feb 28, 2012",9
520,Batman: Arkham Unhinged Vol. 1,Derek Fridolfs,59.03,DC,"Aug 13, 2013",5
521,"Captain Marvel Vol. 1: Higher, Further, Faster, More",Kelly Sue Deconnick,70.85,Marvel Entertainment,"Oct 8, 2014",18
522,Homecoming (A Chloe Fine Psychological Suspense Mystery—Book 5),Blake Pierce,22.47,Blake Pierce,"Oct 29, 2019",17
523,Working With You is Killing Me: Freeing Yourself from Emotional Traps at Work,Katherine Crowley,78.76,Hachette UK,"Mar 1, 2006",19
524,Indistractable: How to Control Your Attention and Choose Your Life,Nir Eyal,69.24,Bloomsbury Publishing,"Oct 17, 2019",10
525,Permanent Record,Edward Snowden,49.58,Metropolitan Books,"Sep 17, 2019",20
526,"Tintinalli's Emergency Medicine: A Comprehensive Study Guide, 9th edition: Edition 9",Judith E. Tintinalli,886.08,McGraw Hill Professional,"Oct 22, 2019",2
527,"The Power of Focus: How to Hit Your Business, Personal and Financial Targets with Confidence and Certainty",Jack Canfield,72.16,Random House,"Sep 30, 2013",4
528,"The Lord of the Rings: The Fellowship of the Ring, The Two Towers, The Return of the King",J. R. R. Tolkien,81.87,HarperCollins UK,"Apr 20, 2009",7
529,"Blood, Sweat, and Pixels: The Triumphant, Turbulent Stories Behind How Video Games Are Made",Jason Schreier,50.25,HarperCollins,"Sep 5, 2017",16
530,The Mysterious Affair at Styles,Agatha Christie,8.7,HarperCollins UK,"Jan 17, 2013",15
531,Once Missed (A Riley Paige Mystery—Book 16),Blake Pierce,31.47,Blake Pierce,"Oct 29, 2019",6
532,"Business Process Management: Concepts, Languages, Architectures, Edition 2",Mathias Weske,265.39,Springer Science & Business Media,"May 3, 2012",10
533,After Anna,Alex Lake,20.51,HarperCollins UK,"Jul 30, 2015",4
534,Civil War: Volume 1,Mark Millar,51.16,Marvel Entertainment,"Jan 1, 2011",9
535,How to Win Friends and Influence People,Dale Carnegie,55.47,Random House,"Sep 30, 2010",1
536,15 Delicious Slow Cooker Recipes,Sallie Stone,0,BookRix,"Oct 28, 2019",12
537,Twas The Nightshift Before Christmas: Festive hospital diaries from the author of million-copy hit This is Going to Hurt,Adam Kay,41.82,Pan Macmillan,"Oct 17, 2019",5
538,Thrawn (Star Wars),Timothy Zahn,39.34,Del Rey,"Apr 11, 2017",14
539,Sonic the Hedgehog #3,Ian Flynn,7.84,IDW Publishing,"Apr 18, 2018",16
540,The Way Of Shadows: Book 1 of the Night Angel,Brent Weeks,43.28,Hachette UK,"Jun 11, 2009",6
541,Morning Star,Pierce Brown,62.1,Del Rey,"Feb 9, 2016",0
542,"The Lord of the Rings: The Fellowship of the Ring, The Two Towers, The Return of the King",J. R. R. Tolkien,81.87,HarperCollins UK,"Apr 20, 2009",5
543,Watchmen (2019 Edition),Alan Moore,98.42,DC Comics,"Jun 18, 2019",6
544,"Business Process Management: Concepts, Languages, Architectures, Edition 2",Mathias Weske,265.39,Springer Science & Business Media,"May 3, 2012",1
545,The Hitchhiker's Guide to the Galaxy: 42nd Anniversary Edition,Douglas Adams,32.51,Pan Macmillan,"Sep 1, 2009",1
546,"The Power of Focus: How to Hit Your Business, Personal and Financial Targets with Confidence and Certainty",Jack Canfield,72.16,Random House,"Sep 30, 2013",5
547,A Game of Thrones: A Song of Ice and Fire: Book One,George R. R. Martin,39.34,Bantam,"Jan 1, 2003",7
548,Martha Stewart's Cookie Perfection: 100+ Recipes to Take Your Sweet Treats to the Next Level: A Baking Book,Editors of Martha Stewart Living,66.87,Clarkson Potter,"Oct 15, 2019",20
549,Freakonomics Rev Ed: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,88.69,Harper Collins,"Feb 17, 2010",5
550,The Walking Dead: Compendium 1,Robert Kirkman,157.49,"Image Comics, Inc.","May 19, 2009",17
551,Introducing Critical Theory: A Graphic Guide,Stuart Sim,23.4,Icon Books,"Jan 1, 2004",18
552,The Queen of Nothing (The Folk of the Air #3),Holly Black,36.86,Bonnier Zaffre Ltd.,"Nov 19, 2019",19
553,Battle Sight Zero,Gerald Seymour,94.48,Hachette UK,"Jan 10, 2019",4
554,Batman Vol. 4: Zero Year-Secret City (The New 52),Scott Snyder,66.91,DC,"May 13, 2014",13
555,"How to Make Money in Stocks: A Winning System in Good Times and Bad, Fourth Edition: Edition 4",William J. O'Neil,86.64,McGraw Hill Professional,"Apr 12, 2009",2
556,Night of the Bold (Kings and Sorcerers--Book 6),Morgan Rice,22.47,Morgan Rice,"Nov 6, 2015",0
557,Blood Runs Cold: A completely unputdownable mystery and suspense thriller,Dylan Young,11.21,Bookouture,"May 16, 2018",13
558,The Witcher #5,Paul Tobin,7.84,Dark Horse Comics (Single Issues),"May 21, 2014",12
559,Invincible #118,Robert Kirkman,3.9,Image Comics,"Mar 25, 2015",6
560,Batman and Robin Vol. 1: Batman Reborn,Grant Morrison,59.03,DC,"Apr 5, 2011",14
561,Think Like a Freak: The Authors of Freakonomics Offer to Retrain Your Brain,Steven D. Levitt,50.25,Harper Collins,"May 12, 2014",3
562,Riley Paige Mystery Bundle: Once Gone (#1) and Once Taken (#2),Blake Pierce,14.96,Blake Pierce,"Jun 16, 2016",15
563,The Punisher Vol. 1: Black and White,Natahan Edmondson,70.85,Marvel Entertainment,"Aug 20, 2014",10
564,The Memoirs of Sherlock Holmes,Sir Arthur Conan Doyle,2.73,Courier Corporation,"May 11, 2012",13
565,Wedge's Gamble: Star Wars Legends (X-Wing),Michael A. Stackpole,31.46,Del Rey,"Jun 28, 2011",18
566,Riley Paige Mystery Bundle: Once Gone (#1) and Once Taken (#2),Blake Pierce,14.96,Blake Pierce,"Jun 16, 2016",7
567,"Mistborn Trilogy: The Final Empire, The Well of Ascension, The Hero of Ages",Brandon Sanderson,66.12,Tor Books,"Feb 1, 2011",7
568,The Secret,Rhonda Byrne,47.22,Simon and Schuster,"Feb 26, 2007",15
569,Ask A Footballer,James Milner,98.42,Hachette UK,"Oct 31, 2019",12
570,The Queen of Nothing (The Folk of the Air #3),Holly Black,36.86,Bonnier Zaffre Ltd.,"Nov 19, 2019",12
571,Bring Me Back,B A Paris,30.71,HarperCollins UK,"Mar 8, 2018",5
572,Secrets of the Millionaire Mind: Mastering the Inner Game of Wealth,T. Harv Eker,3.9,Harper Collins,"Oct 13, 2009",2
573,Eeny Meeny: DI Helen Grace 1,M. J. Arlidge,42.16,Penguin UK,"May 8, 2014",13
574,"The Lord of the Rings: The Fellowship of the Ring, The Two Towers, The Return of the King",J. R. R. Tolkien,81.87,HarperCollins UK,"Apr 20, 2009",14
575,The Neatest Little Guide to Stock Market Investing: Fifth Edition,Jason Kelly,62.1,Penguin,"Dec 24, 2012",10
576,Candide,Voltaire,11.78,Open Road Media,"Jan 27, 2015",14
577,Thirty-Five and a Half Conspiracies: Rose Gardner Mystery #8,Denise Grover Swank,15.19,DGS,"Nov 3, 2015",16
578,Her Royal Spyness,Rhys Bowen,31.46,Penguin,"Jul 1, 2008",6
579,'Salem's Lot,Stephen King,55.1,Hachette UK,"Dec 11, 2008",5
580,Wedge's Gamble: Star Wars Legends (X-Wing),Michael A. Stackpole,31.46,Del Rey,"Jun 28, 2011",4
581,The Magic of Thinking Big,David J. Schwartz,66.87,Penguin,"Dec 2, 2014",20
582,The Umbrella Academy: Apocalypse Suite #1,Gerard Way,7.84,Dark Horse Comics (Single Issues),"Sep 23, 2015",14
583,Homecoming (A Chloe Fine Psychological Suspense Mystery—Book 5),Blake Pierce,22.47,Blake Pierce,"Oct 29, 2019",10
584,Diabolical,Jana DeLeon,23.59,Jana DeLeon,"Aug 8, 2016",11
585,Green Lantern: Secret Origin,Geoff Johns,59.03,DC,"Apr 12, 2011",20
586,Tall Tales and Wee Stories: The Best of Billy Connolly,Billy Connolly,98.42,Hachette UK,"Oct 17, 2019",8
587,Business Strategy (The Brian Tracy Success Library),Brian Tracy,38.33,AMACOM,"Apr 29, 2015",18
588,Night of the Bold (Kings and Sorcerers--Book 6),Morgan Rice,22.47,Morgan Rice,"Nov 6, 2015",8
589,Final Option,Clive Cussler,71.63,Penguin,"Nov 5, 2019",2
590,It,Stephen King,19.65,Simon and Schuster,"Jan 1, 2016",6
591,Indistractable: How to Control Your Attention and Choose Your Life,Nir Eyal,69.24,Bloomsbury Publishing,"Oct 17, 2019",14
592,The Weight of Honor (Kings and Sorcerers--Book 3),Morgan Rice,18.72,Morgan Rice,"Jul 1, 2015",18
593,Mega Man #1,Ian Flynn,11.78,Archie Comic Publications,"May 4, 2011",18
594,Dork Diaries: Spectacular Superstar,Rachel Renee Russell,33.83,Simon and Schuster,"Oct 31, 2019",8
595,The Secrets of Saving and Investing with Alvin Hall: Simple Strategies to Make Your Money Go Further,Alvin Hall,3.9,Hachette UK,"Jan 29, 2015",12
596,The Raven,Edgar Allan Poe,0,Simon and Schuster,"Aug 26, 2013",9
597,Sonic the Hedgehog #3,Ian Flynn,7.84,IDW Publishing,"Apr 18, 2018",0
598,Indistractable: How to Control Your Attention and Choose Your Life,Nir Eyal,69.24,Bloomsbury Publishing,"Oct 17, 2019",16
599,"Chronicle of the Unhewn Throne: (The Emperor's Blades, The Providence of Fire, The Last Mortal Bond)",Brian Staveley,129.51,Macmillan,"Dec 6, 2016",8
600,All-New Wolverine Vol. 1: The Four Sisters,Tom Taylor,70.85,Marvel Entertainment,"May 11, 2016",6
601,Home Work: A Memoir of My Hollywood Years,Julie Andrews,98.42,Hachette UK,"Oct 15, 2019",9
602,Battle Sight Zero,Gerald Seymour,94.48,Hachette UK,"Jan 10, 2019",1
603,The Queen of Nothing (The Folk of the Air #3),Holly Black,36.86,Bonnier Zaffre Ltd.,"Nov 19, 2019",19
604,Death of a Bachelorette,Laura Levine,29.9,Kensington Books,"Jul 1, 2017",10
605,Principles: Life and Work,Ray Dalio,59.03,Simon and Schuster,"Sep 19, 2017",3
606,A Trace of Crime (a Keri Locke Mystery--Book #4),Blake Pierce,18.72,Blake Pierce,"Oct 20, 2017",14
607,The Jump,Doug Johnstone,32.78,Faber & Faber,"Aug 4, 2015",11
608,Ready Player One,Ernest Cline,39.34,Broadway Books,"Aug 16, 2011",6
609,Dark Matter: A Novel,Blake Crouch,28.61,Broadway Books,"Jul 26, 2016",6
610,Boy Erased: A Memoir,Garrard Conley,23.85,Penguin,"May 10, 2016",7
611,In Dark Company: A Kate Burkholder Short Story,Linda Castillo,6.64,Minotaur Books,"May 29, 2018",3
612,The Art Of Seduction,Robert Greene,74.99,Profile Books,"Sep 3, 2010",13
613,Good to Great: Why Some Companies Make the Leap...And Others Don't,Jim Collins,96.12,Harper Collins,"Jul 19, 2011",19
614,"The Painted Man (The Demon Cycle, Book 1)",Peter V. Brett,28.54,HarperCollins UK,"Jan 8, 2009",8
615,A Dance with Dragons: A Song of Ice and Fire: Book Five,George R. R. Martin,39.34,Bantam,"Jul 12, 2011",17
616,Spider-Verse: Volume 1,Dan Slott,118.11,Marvel Entertainment,"Apr 29, 2015",6
617,The Red Signal: An Agatha Christie Short Story,Agatha Christie,7.5,HarperCollins UK,"Sep 1, 2011",20
618,Bring Me Back,B A Paris,30.71,HarperCollins UK,"Mar 8, 2018",15
619,A Game of Thrones: A Song of Ice and Fire: Book One,George R. R. Martin,39.34,Bantam,"Jan 1, 2003",7
620,The Eye of the World: Book One of 'The Wheel of Time',Robert Jordan,36.79,Tor Books,"Sep 15, 2000",20
621,Killer Blonde,Laura Levine,73.67,Kensington Books,"Sep 1, 2008",10
622,Getting Things Done: The Art of Stress-Free Productivity,David Allen,66.87,Penguin,"Mar 17, 2015",6
623,Candide,Voltaire,11.78,Open Road Media,"Jan 27, 2015",0
624,Why We Sleep: The New Science of Sleep and Dreams,Matthew Walker,46.85,Penguin UK,"Sep 28, 2017",5
625,"The Painted Man (The Demon Cycle, Book 1)",Peter V. Brett,28.54,HarperCollins UK,"Jan 8, 2009",2
626,The Queen of Nothing (The Folk of the Air #3),Holly Black,36.86,Bonnier Zaffre Ltd.,"Nov 19, 2019",19
627,Dork Diaries: Spectacular Superstar,Rachel Renee Russell,33.83,Simon and Schuster,"Oct 31, 2019",13
629,No Mercy: The brand new novel from the Queen of Crime,Martina Cole,98.42,Hachette UK,"Oct 15, 2019",8
630,The Mysterious Affair at Styles,Agatha Christie,8.7,HarperCollins UK,"Jan 17, 2013",11
631,"Financial Statements, Revised and Expanded Edition: A Step-by-Step Guide to Understanding and Creating Financial Reports",Thomas Ittelson,78.73,Red Wheel/Weiser,"Aug 1, 2009",19
632,Dark Age,Pierce Brown,71.63,Del Rey,"Jul 30, 2019",0
633,Becoming Steve Jobs: The Evolution of a Reckless Upstart into a Visionary Leader,Brent Schlender,70.88,Crown Business,"Mar 24, 2015",15
634,Critical Role Vox Machina: Origins: Volume 1,Matthew Mercer,66.9,Dark Horse Comics,"Oct 15, 2019",5
635,The Magic of Thinking Big,David J. Schwartz,66.87,Penguin,"Dec 2, 2014",15
636,Summary: The Compound Effect,Nine99 Innovation Lab,3.94,Nine99 Innovation Lab (OPC) Pvt Ltd,"Jul 7, 2019",4
637,The Magic of Thinking Big,David J. Schwartz,66.87,Penguin,"Dec 2, 2014",8
638,"The Name of the Wind: The Kingkiller Chronicle:, Book 1",Patrick Rothfuss,51.16,Hachette UK,"Apr 22, 2010",8
639,Why We Sleep: The New Science of Sleep and Dreams,Matthew Walker,46.85,Penguin UK,"Sep 28, 2017",16
640,Mega Man #1,Ian Flynn,11.78,Archie Comic Publications,"May 4, 2011",10
641,Introducing Critical Theory: A Graphic Guide,Stuart Sim,23.4,Icon Books,"Jan 1, 2004",4
642,Shantaram,Gregory David Roberts,55.1,Hachette UK,"Jun 28, 2012",11
643,Personal Success (The Brian Tracy Success Library),Brian Tracy,29.4,AMACOM,"Jan 6, 2016",10
644,Night of the Bold (Kings and Sorcerers--Book 6),Morgan Rice,22.47,Morgan Rice,"Nov 6, 2015",13
645,Bring Me Back,B A Paris,30.71,HarperCollins UK,"Mar 8, 2018",6
646,Final Option: 'The best one yet',Clive Cussler,93.75,Penguin UK,"Nov 14, 2019",1
647,The Red Signal: An Agatha Christie Short Story,Agatha Christie,7.5,HarperCollins UK,"Sep 1, 2011",2
648,The Queen of Nothing (The Folk of the Air #3),Holly Black,36.86,Bonnier Zaffre Ltd.,"Nov 19, 2019",11
649,Dead Silent,Shirley Wells,8.85,Harlequin,"Aug 22, 2011",16
650,The Mysterious Affair at Styles (Poirot),Agatha Christie,19.28,HarperCollins UK,"Oct 14, 2010",13
651,Working With You is Killing Me: Freeing Yourself from Emotional Traps at Work,Katherine Crowley,78.76,Hachette UK,"Mar 1, 2006",14
652,Killer Blonde,Laura Levine,73.67,Kensington Books,"Sep 1, 2008",8
653,Antiques Chop,Barbara Allan,29.9,Kensington Books,"Apr 1, 2014",19
654,Batman: Year One,Frank Miller,59.03,DC,"Jan 10, 2007",7
655,The Law of Success in Sixteen Lessons,Napoleon Hill,7.84,Simon and Schuster,"May 20, 2013",4
656,The Last of Us: American Dreams #1,Faith Erin Hicks,7.84,Dark Horse Comics (Single Issues),"Dec 21, 2011",16
657,Letting Go,"David R. Hawkins, M.D./Ph.D.",74.78,"Hay House, Inc","Aug 1, 2013",3
658,The Joker,Brian Azzarello,78.73,DC,"Nov 4, 2008",16
659,The Art of Super Mario Odyssey,Nintendo,133.85,Dark Horse Comics,"Nov 5, 2019",6
660,The Black Box,Michael Connelly,43.28,Hachette UK,"Nov 22, 2012",15
661,How to Win Friends and Influence People,Dale Carnegie,55.47,Random House,"Sep 30, 2010",14
662,A Dance with Dragons: A Song of Ice and Fire: Book Five,George R. R. Martin,39.34,Bantam,"Jul 12, 2011",18
663,Death Masks,Jim Butcher,39.34,Penguin Group,"Aug 5, 2003",17
664,Batman vs. Superman: The Greatest Battles,Geoff Johns,39.34,DC,"Dec 8, 2015",0
665,The Shadow Rising: Book Four of 'The Wheel of Time',Robert Jordan,33.42,Tor Books,"Jan 19, 2010",1
666,The Walking Dead #185,Robert Kirkman,7.84,Image Comics,"Nov 7, 2018",16
667,How to Understand Business Finance: Edition 2,Bob Cinnamon,46.85,Kogan Page Publishers,"Apr 3, 2010",20
668,Batman Vol. 4: Zero Year-Secret City (The New 52),Scott Snyder,66.91,DC,"May 13, 2014",2
669,"The Painted Man (The Demon Cycle, Book 1)",Peter V. Brett,28.54,HarperCollins UK,"Jan 8, 2009",17
670,The Black Box,Michael Connelly,43.28,Hachette UK,"Nov 22, 2012",13
671,The Art of War (The Classic Lionel Giles Translation),Sun Tzu,4.17,e-artnow,"Jun 2, 2012",8
672,"Mini Habits: Smaller Habits, Bigger Results",Stephen Guise,23.59,Selective Entertainment LLC,"Dec 22, 2013",4
673,Rogues,George R. R. Martin,52.54,Bantam,"Jun 17, 2014",0
674,The Art of Thinking Clearly,Rolf Dobelli,7.84,Harper Collins,"May 6, 2014",11
675,The Man in the High Castle,Philip K. Dick,55.17,Houghton Mifflin Harcourt,"Jan 24, 2012",18
676,Thrawn (Star Wars),Timothy Zahn,39.34,Del Rey,"Apr 11, 2017",17
677,The Queen of Nothing (The Folk of the Air #3),Holly Black,36.86,Bonnier Zaffre Ltd.,"Nov 19, 2019",12
678,One Small Step Can Change Your Life: The Kaizen Way,Robert Maurer,39.19,Workman Publishing,"Apr 22, 2014",14
679,Happy: Why More or Less Everything is Absolutely Fine,Derren Brown,55.47,Random House,"Sep 22, 2016",6
680,And Then There Were None,Agatha Christie,32.1,HarperCollins UK,"Oct 14, 2010",7
681,"The Painted Man (The Demon Cycle, Book 1)",Peter V. Brett,28.54,HarperCollins UK,"Jan 8, 2009",3
682,Critical Role Vox Machina: Origins: Volume 1,Matthew Mercer,66.9,Dark Horse Comics,"Oct 15, 2019",4
683,The Witcher #1,Paul Tobin,7.84,Dark Horse Comics (Single Issues),"Feb 19, 2014",11
684,Good to Great: Why Some Companies Make the Leap...And Others Don't,Jim Collins,96.12,Harper Collins,"Jul 19, 2011",17
685,Antiques Con,Barbara Allan,29.9,Kensington Books,"Apr 1, 2015",11
686,After Anna,Alex Lake,20.51,HarperCollins UK,"Jul 30, 2015",9
687,The Fires of Heaven: Book Five of 'The Wheel of Time',Robert Jordan,33.42,Tor Books,"Feb 16, 2010",9
688,"Prince of Thorns (The Broken Empire, Book 1)",Mark Lawrence,24.94,HarperCollins UK,"Aug 4, 2011",20
689,The Witcher #5,Paul Tobin,7.84,Dark Horse Comics (Single Issues),"May 21, 2014",9
690,Batman and Robin Vol. 1: Batman Reborn,Grant Morrison,59.03,DC,"Apr 5, 2011",13
691,The Mysterious Affair at Styles,Agatha Christie,8.7,HarperCollins UK,"Jan 17, 2013",0
692,Dark Nights: Metal: Deluxe Edition: Issues 1-6,Scott Snyder,118.11,DC Comics,"Jun 12, 2018",7
693,No One Is Too Small to Make a Difference,Greta Thunberg,38.18,Penguin,"Nov 12, 2019",1
694,The Art of War (The Classic Lionel Giles Translation),Sun Tzu,4.17,e-artnow,"Jun 2, 2012",14
695,Death Masks,Jim Butcher,39.34,Penguin Group,"Aug 5, 2003",17
696,Kingdom Of Strangers,Zoe Ferraris,39.34,Hachette UK,"Jun 7, 2012",7
697,Immortal Hulk Vol. 1: Or Is He Both?,Al Ewing,35.41,Marvel Entertainment,"Nov 21, 2018",11
698,"Blood, Sweat, and Pixels: The Triumphant, Turbulent Stories Behind How Video Games Are Made",Jason Schreier,50.25,HarperCollins,"Sep 5, 2017",4
699,"Financial Statements, Revised and Expanded Edition: A Step-by-Step Guide to Understanding and Creating Financial Reports",Thomas Ittelson,78.73,Red Wheel/Weiser,"Aug 1, 2009",19
700,Influence: The Psychology of Persuasion,"Robert B. Cialdini, PhD",56.14,Harper Collins,"Jun 2, 2009",5
701,God of War: The Official Novelization,J.M. Barlog,15.82,Titan Books,"Aug 28, 2018",8
702,10 Ways to be annoying,James Fries,4.43,EDITORA BIBLIOMUNDI SERVIÇOS DIGITAIS LTDA,"Nov 21, 2019",7
703,The Jump,Doug Johnstone,32.78,Faber & Faber,"Aug 4, 2015",6
704,My Little Pony: Friendship is Magic #83,Thom Zahler,7.84,IDW Publishing,"Oct 16, 2019",15
705,It,Stephen King,19.65,Simon and Schuster,"Jan 1, 2016",6
706,We Should All Be Feminists,Chimamanda Ngozi Adichie,23.85,Vintage,"Jul 29, 2014",19
707,The Umbrella Academy: Apocalypse Suite #1,Gerard Way,7.84,Dark Horse Comics (Single Issues),"Sep 23, 2015",2
708,Sonic: Tangle & Whisper #3,Ian Flynn,7.84,IDW Publishing,"Oct 23, 2019",16
709,Marvel Universe: The End,Jim Starlin,43.28,Marvel Entertainment,"Jun 11, 2014",13
710,Thirty-Five and a Half Conspiracies: Rose Gardner Mystery #8,Denise Grover Swank,15.19,DGS,"Nov 3, 2015",17
711,Summary: The Compound Effect,Nine99 Innovation Lab,3.94,Nine99 Innovation Lab (OPC) Pvt Ltd,"Jul 7, 2019",14
712,Gangster: A Novel,Lorenzo Carcaterra,31.46,Ballantine Books,"Jul 30, 2002",6
713,Legacy,Shannon Messenger,43.28,Simon and Schuster,"Nov 5, 2019",11
714,Getting Things Done: The Art of Stress-Free Productivity,David Allen,66.87,Penguin,"Mar 17, 2015",1
715,Happy: Why More or Less Everything is Absolutely Fine,Derren Brown,55.47,Random House,"Sep 22, 2016",11
716,The Last Wife: An absolutely gripping and emotional page turner with a brilliant twist,Nicola Marsh,14.96,Bookouture,"Oct 11, 2019",18
717,Platform Revolution: How Networked Markets Are Transforming the Economy—and How to Make Them Work for You,Geoffrey G. Parker,70.7,W. W. Norton & Company,"Mar 28, 2016",14
718,'Salem's Lot,Stephen King,55.1,Hachette UK,"Dec 11, 2008",20
719,Introducing Critical Theory: A Graphic Guide,Stuart Sim,23.4,Icon Books,"Jan 1, 2004",2
720,"Captain Marvel Vol. 1: Higher, Further, Faster, More",Kelly Sue Deconnick,70.85,Marvel Entertainment,"Oct 8, 2014",5
721,The Burning White: Book Five of Lightbringer,Brent Weeks,98.42,Hachette UK,"Oct 22, 2019",3
722,Diabolical,Jana DeLeon,23.59,Jana DeLeon,"Aug 8, 2016",17
723,Ultimate Spider-Man Vol. 11: Carnage,Brian Michael Bendis,43.28,Marvel Entertainment,"Jan 15, 2014",6
724,Freakonomics Rev Ed: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,88.69,Harper Collins,"Feb 17, 2010",13
725,Start Day Trading Now: A Quick and Easy Introduction to Making Money While Managing Your Risk,Michael Sincere,47.22,Simon and Schuster,"Feb 18, 2011",18
726,Marketing (The Brian Tracy Success Library),Brian Tracy,29.4,AMACOM,"Jun 11, 2014",12
727,Spider-Man: Anti-Venom,Dan Slott,19.65,Marvel Entertainment,"Mar 10, 2010",0
728,Secrets of the Millionaire Mind: Mastering the Inner Game of Wealth,T. Harv Eker,3.9,Harper Collins,"Oct 13, 2009",4
729,"Assassin’s Apprentice (The Farseer Trilogy, Book 1)",Robin Hobb,26.51,HarperCollins UK,"Sep 1, 2011",7
730,Happy: Why More or Less Everything is Absolutely Fine,Derren Brown,55.47,Random House,"Sep 22, 2016",12
731,The Secrets of Saving and Investing with Alvin Hall: Simple Strategies to Make Your Money Go Further,Alvin Hall,3.9,Hachette UK,"Jan 29, 2015",7
732,Competitive Advantage: Creating and Sustaining Superior Performance,Michael E. Porter,78.72,Simon and Schuster,"Jun 30, 2008",19
733,A Dance with Dragons: A Song of Ice and Fire: Book Five,George R. R. Martin,39.34,Bantam,"Jul 12, 2011",20
734,The Mysterious Affair at Styles (Poirot),Agatha Christie,19.28,HarperCollins UK,"Oct 14, 2010",17
735,The Walking Dead: Compendium 1,Robert Kirkman,157.49,"Image Comics, Inc.","May 19, 2009",10
736,Predictably Irrational: The Hidden Forces that Shape Our Decisions,Dan Ariely,29.21,HarperCollins UK,"Mar 6, 2009",3
737,Injustice: Gods Among Us Year One - The Complete Collection: Issues 1-12,Tom Taylor,98.42,DC,"Mar 8, 2016",15
738,Martha Stewart's Cookie Perfection: 100+ Recipes to Take Your Sweet Treats to the Next Level: A Baking Book,Editors of Martha Stewart Living,66.87,Clarkson Potter,"Oct 15, 2019",3
739,"Awaken the Giant Within: How to Take Immediate Control of Your Mental, Emotional, Physical and Financial",Tony Robbins,55.09,Simon and Schuster,"Nov 1, 2007",17
740,Boy Erased: A Memoir,Garrard Conley,23.85,Penguin,"May 10, 2016",17
741,Kings and Sorcerers Bundle (Books 2 and 3),Morgan Rice,33.72,Morgan Rice,"Feb 25, 2016",4
742,A Forge of Valor (Kings and Sorcerers--Book 4),Morgan Rice,18.72,Morgan Rice,"Sep 7, 2015",17
743,"The Girl in the Spider's Web: A Lisbeth Salander novel, continuing Stieg Larsson's Millennium Series",David Lagercrantz,39.34,Vintage Crime/Black Lizard,"Sep 1, 2015",15
744,The Black Box,Michael Connelly,43.28,Hachette UK,"Nov 22, 2012",6
745,Leadership 101: What Every Leader Needs to Know,John C. Maxwell,32.48,HarperCollins Leadership,"Sep 8, 2002",13
746,The Complete Art of War,Sun Tzu,7.84,Simon and Schuster,"Apr 29, 2013",14
747,Ready Player One,Ernest Cline,39.34,Broadway Books,"Aug 16, 2011",18
748,Edgedancer: From the Stormlight Archive,Brandon Sanderson,36.79,Tor Books,"Oct 17, 2017",18
749,Team Sonic Racing Plus Deluxe Turbo Championship Edition one-shot,Caleb Goellner,11.78,IDW Publishing,"May 22, 2019",0
750,Batman: Year One,Frank Miller,59.03,DC,"Jan 10, 2007",16
751,How to Understand Business Finance: Edition 2,Bob Cinnamon,46.85,Kogan Page Publishers,"Apr 3, 2010",8
752,The Joker,Brian Azzarello,78.73,DC,"Nov 4, 2008",9
753,Indistractable: How to Control Your Attention and Choose Your Life,Nir Eyal,69.24,Bloomsbury Publishing,"Oct 17, 2019",11
754,Platform: Get Noticed in a Noisy World,Michael Hyatt,73.92,HarperCollins Leadership,"May 21, 2012",2
755,The Secret,Rhonda Byrne,47.22,Simon and Schuster,"Feb 26, 2007",15
756,Shantaram,Gregory David Roberts,55.1,Hachette UK,"Jun 28, 2012",3
