BookID,BookTitle,AuthorName,BookPrice,BookPublisher,BookPublicationDate,BookQuantity
1258,A Trace of Vice (a Keri Locke Mystery--Book #3),Blake Pierce,18.72,Blake Pierce,"Jun 15, 2017",20
1259,You'll Never See Daylight Again,Michaella McCollum,42.16,Kings Road Publishing,"Oct 31, 2019",0
1260,In Dark Company: A Kate Burkholder Short Story,Linda Castillo,6.64,Minotaur Books,"May 29, 2018",12
1261,The Secrets of Saving and Investing with Alvin Hall: Simple Strategies to Make Your Money Go Further,Alvin Hall,3.9,Hachette UK,"Jan 29, 2015",13
1262,Darksiders: The Abomination Vault: A Novel,Ari Marmell,57.3,Del Rey,"Jul 24, 2012",14
1263,Batman Vol. 4: Zero Year-Secret City (The New 52),Scott Snyder,66.91,DC,"May 13, 2014",9
1264,Riley Paige Mystery Bundle: Once Gone (#1) and Once Taken (#2),Blake Pierce,14.96,Blake Pierce,"Jun 16, 2016",14
1265,Martha Stewart's Cookie Perfection: 100+ Recipes to Take Your Sweet Treats to the Next Level: A Baking Book,Editors of Martha Stewart Living,66.87,Clarkson Potter,"Oct 15, 2019",3
1266,Antiques Roadkill: A Trash 'n' Treasures Mystery,Barbara Allan,26.15,Kensington Publishing Corp.,"Jul 1, 2007",1
1267,Platform: Get Noticed in a Noisy World,Michael Hyatt,73.92,HarperCollins Leadership,"May 21, 2012",17
1268,The Witcher #1,Paul Tobin,7.84,Dark Horse Comics (Single Issues),"Feb 19, 2014",9
1269,Wrecking Ball (Diary of a Wimpy Kid Book 14),Jeff Kinney,53.11,Abrams,"Nov 5, 2019",20
1270,HR from the Outside In: Six Competencies for the Future of Human Resources,David Ulrich,133.9,McGraw Hill Professional,"Jul 20, 2012",0
1271,Watching (The Making of Riley Paige—Book 1),Blake Pierce,0,Blake Pierce,"May 15, 2018",10
1272,The Black Box,Michael Connelly,43.28,Hachette UK,"Nov 22, 2012",3
1273,Homecoming (A Chloe Fine Psychological Suspense Mystery—Book 5),Blake Pierce,22.47,Blake Pierce,"Oct 29, 2019",7
1274,PSYCHOANALYSIS FOR BEGINNERS: A General Introduction to Psychoanalysis & Dream Psychology,Sigmund Freud,2.06,e-artnow,"Feb 8, 2016",17
1275,Kiss the Girls and Make Them Cry,Mary Higgins Clark,42.26,Simon and Schuster,"Nov 14, 2019",6
1276,"Mistborn Trilogy: The Final Empire, The Well of Ascension, The Hero of Ages",Brandon Sanderson,66.12,Tor Books,"Feb 1, 2011",7
1277,A Trace of Crime (a Keri Locke Mystery--Book #4),Blake Pierce,18.72,Blake Pierce,"Oct 20, 2017",12
1278,Final Option: 'The best one yet',Clive Cussler,93.75,Penguin UK,"Nov 14, 2019",18
1279,"The Painted Man (The Demon Cycle, Book 1)",Peter V. Brett,28.54,HarperCollins UK,"Jan 8, 2009",12
1280,Morning Star,Pierce Brown,62.1,Del Rey,"Feb 9, 2016",15
1281,Blue Moon: A Jack Reacher Novel,Lee Child,71.63,Dell,"Oct 29, 2019",0
1282,The Daylight War: Book Three of The Demon Cycle,Peter V. Brett,35.4,Del Rey,"Feb 12, 2013",2
1283,Getting Away Is Deadly: An Ellie Avery Mystery,Sara Rosett,26.15,Kensington Publishing Corp.,"Mar 1, 2009",13
1284,The Queen of Nothing (The Folk of the Air #3),Holly Black,36.86,Bonnier Zaffre Ltd.,"Nov 19, 2019",17
1285,Now or Never: A Novel,Elizabeth Adler,31.46,Island Books,"Jul 7, 2010",18
1286,Marvel Universe Vs. The Punisher: Volume 1,Jonathan Maberry,27.53,Marvel Entertainment,"Jan 5, 2011",17
1287,Darksiders: The Abomination Vault: A Novel,Ari Marmell,57.3,Del Rey,"Jul 24, 2012",19
1288,The Essentials of Finance and Accounting for Nonfinancial Managers,Edward Fields,58.99,AMACOM,"Mar 15, 2011",10
1289,The Magic of Thinking Big,David J. Schwartz,66.87,Penguin,"Dec 2, 2014",13
1290,Management (The Brian Tracy Success Library),Brian Tracy,38.44,AMACOM,"May 15, 2014",8
1291,The Essentials of Finance and Accounting for Nonfinancial Managers,Edward Fields,58.99,AMACOM,"Mar 15, 2011",17
1292,Eeny Meeny: DI Helen Grace 1,M. J. Arlidge,42.16,Penguin UK,"May 8, 2014",17
1293,The Infinite Game,Simon Sinek,71.63,Penguin,"Oct 15, 2019",6
1294,Twas The Nightshift Before Christmas: Festive hospital diaries from the author of million-copy hit This is Going to Hurt,Adam Kay,41.82,Pan Macmillan,"Oct 17, 2019",11
1295,Why We Sleep: The New Science of Sleep and Dreams,Matthew Walker,46.85,Penguin UK,"Sep 28, 2017",18
1296,How to Understand Business Finance: Edition 2,Bob Cinnamon,46.85,Kogan Page Publishers,"Apr 3, 2010",15
1297,Spider-Man: Kraven's Last Hunt,J. M. DeMatteis,43.28,Marvel Entertainment,"Dec 10, 2014",20
1298,W is for Wasted: A Kinsey Millhone Novel,Sue Grafton,39.34,Penguin,"Sep 10, 2013",6
